municipality,iata_code,,name,iso_region
,CMQ,,Clermont Airport,AU-QLD
,CMA,,Cunnamulla Airport,AU-QLD
,CML,,Camooweal Airport,AU-QLD
,NIF,,Camp Nifty Airport,AU-WA
,CES,,Cessnock Airport,AU-NSW
,CNB,,Coonamble Airport,AU-NSW
Cordillo Downs,ODL,,Cordillo Downs Airport,AU-SA
Coen,CUQ,,Coen Airport,AU-QLD
Collie,CIE,,Collie Airport,AU-WA
Cooma,OOM,,Cooma Snowy Mountains Airport,AU-NSW
,CDA,,Cooinda Airport,AU-NT
,CWW,,Corowa Airport,AU-NSW
Carpentaria Downs,CFP,,Carpentaria Downs Airport,AU-QLD
,CYG,,Corryong Airport,AU-VIC
Wangkat Jungka,CXQ,,Christmas Creek Station Airport,AU-WA
,CDQ,,Croydon Airport,AU-QLD
,KCE,,Collinsville Airport,AU-QLD
,CMD,,Cootamundra Airport,AU-NSW
,CUG,,Cudal Airport,AU-NSW
,CUY,,Cue Airport,AU-WA
Coondewanna,CJF,,Coondewanna Airport,AU-WA
,CWR,,Cowarie Airport,AU-SA
,CCW,,Cowell Airport,AU-SA
,CWT,,Cowra Airport,AU-NSW
Coolawanyah Station,COY,,Coolawanyah Airport,AU-WA
,DJR,,Dajarra Airport,AU-QLD
,DBY,,Dalby Airport,AU-QLD
,DRN,,Dirranbandi Airport,AU-QLD
Maramie,DNB,,Dunbar Airport,AU-QLD
Derby,DRB,,Derby Airport,AU-WA
Palmer,DFP,,Drumduff Airport,AU-QLD
Whitsundays,DDI,,Daydream Island Helipad,AU-QLD
,DGD,,Dalgaranga Gold Mine Airport,AU-WA
Drysdale River,DNG,,Doongan Airport,AU-WA
New Dixie,DXD,,Dixie Airport,AU-QLD
Dunk Island,DKI,,Dunk Island Airport,AU-QLD
Dulkaninna,DLK,,Dulkaninna Airport,AU-SA
Deniliquin,DNQ,,Deniliquin Airport,AU-NSW
,DDN,,Delta Downs Airport,AU-QLD
,DLV,,Delissaville Airport,AU-NT
Daly Waters,DYW,,Daly Waters Airport,AU-NT
,DMD,,Doomadgee Airport,AU-QLD
Nauiyu,DVR,,Daly River Airport,AU-NT
Darnley Island,NLF,,Darnley Island Airport,AU-QLD
Dorunda Outstation,DRD,,Dorunda Airport,AU-QLD
,DVP,,Davenport Downs Airport,AU-QLD
Devonport,DPO,,Devonport Airport,AU-TAS
Dongara,DOX,,Dongara Airport,AU-WA
Drysdale River,DRY,,Drysdale River Airport,AU-WA
,DHD,,Durham Downs Airport,AU-QLD
,DRR,,Durrie Airport,AU-QLD
North Stradbroke Island,SRR,,Dunwich Airport,AU-QLD
Kaltukatjara,DKV,,Docker River Airport,AU-NT
,DYA,,Dysart Airport,AU-QLD
Ar Rawdah,RXA,,Ar Rawdah Airport,YE-SH
,ECH,,Echuca Airport,AU-VIC
,EUC,,Eucla Airport,AU-WA
Etadunna,ETD,,Etadunna Airport,AU-SA
Eneabba,ENB,,Eneabba Airport,AU-WA
Einasleigh,EIH,,Einasleigh Airport,AU-QLD
Elcho Island,ELC,,Elcho Island Airport,AU-NT
,EKD,,Elkedra Airport,AU-NT
Emerald,EMD,,Emerald Airport,AU-QLD
,YEQ,,Yenkis(Yankisa) Airport,PG-EPW
Ghan,EDD,,Erldunda Airport,AU-NT
,ERB,,Ernabella Airport,AU-SA
Elrose Mine,ERQ,,Elrose Airport,AU-QLD
Esperance,EPR,,Esperance Airport,AU-WA
Eva Downs,EVD,,Eva Downs Airport,AU-NT
,EVH,,Evans Head Aerodrome,AU-NSW
,WHB,,Eliwana,AU-WA
,EXM,,Exmouth Airport,AU-WA
Forbes,FRB,,Forbes Airport,AU-NSW
Cloudbreak Village,KFE,,Fortescue - Dave Forrest Aerodrome,AU-WA
,FLY,,Finley Airport,AU-NSW
Flinders Island,FLS,,Flinders Island Airport,AU-TAS
,FVL,,Flora Valley Airport,AU-WA
Finke,FIK,,Finke Airport,AU-NT
,FOS,,Forrest Airport,AU-WA
Oombulgurri,FVR,,Oombulgurri Airport,AU-WA
,FOT,,Forster (Wallis Is) Airport,AU-NSW
Fremantle,JFM,,Fremantle Heliport,AU-WA
,FIZ,,Fitzroy Crossing Airport,AU-WA
Chongqing,YGA,,Yongchuan Da'an General Airport,CN-50
Gamboola,GBP,,Gamboola Airport,AU-QLD
Gayndah,GAH,,Gayndah Airport,AU-QLD
,GBL,,South Goulburn Is Airport,AU-NT
,GUH,,Gunnedah Airport,AU-NSW
,GOO,,Goondiwindi Airport,AU-QLD
Gordon Downs,GDD,,Gordon Downs Airport,AU-WA
,GGD,,Gregory Downs Airport,AU-QLD
Gorge Harbour,YGE,,Gorge Harbour Seaplane Base,CA-BC
Geraldton,GET,,Geraldton Airport,AU-WA
Grafton,GFN,,Clarence Valley Regional Airport,AU-NSW
Ginbata,GBW,,Ginbata Airport,AU-WA
Gibb,GBV,,Gibb River Airport,AU-WA
Great Keppel Island,GKL,,Great Keppel Is Airport,AU-QLD
Gladstone,GLT,,Gladstone Airport,AU-QLD
,GUL,,Goulburn Airport,AU-NSW
,GLG,,Glengyle Airport,AU-QLD
Glen Innes,GLI,,Glen Innes Airport,AU-NSW
,GLM,,Glenormiston Airport,AU-QLD
Broughton Island,YGN,,Greenway Sound Seaplane Base,CA-BC
Grenfell,GFE,,Grenfell Airport,AU-NSW
,GVP,,Greenvale Airport,AU-QLD
Mount Gordon Mine,GPD,,Mount Gordon Airport,AU-QLD
Pirlangimpi,GPN,,Garden Point Airport,AU-NT
Gascoyne Junction,GSC,,Gascoyne Junction Airport,AU-WA
Groote Eylandt,GTE,,Groote Eylandt Airport,AU-NT
Griffith,GFF,,Griffith Airport,AU-NSW
Georgetown,GTT,,Georgetown Airport,AU-QLD
Georgetown,GEE,,Georgetown Airport,AU-TAS
,GYP,,Gympie Airport,AU-QLD
Hawker,HWK,,Wilpena Pound Airport,AU-SA
,HXX,,Hay Airport,AU-NSW
Hervey Bay,HVB,,Hervey Bay Airport,AU-QLD
,HUB,,Humbert River Airport,AU-NT
Ghan,HRY,,Henbury Airport,AU-NT
,HIP,,Headingly Airport,AU-QLD
Highbury,HIG,,Highbury Airport,AU-QLD
Horn,HID,,Horn Island Airport,AU-QLD
Hillside,HLL,,Hillside Airport,AU-WA
,HCQ,,Halls Creek Airport,AU-WA
Hermannsburg (Ntaria),HMG,,Hermannsburg Airport,AU-NT
,HLT,,Hamilton Airport,AU-VIC
Lajamanu,HOK,,Hooker Creek Airport,AU-NT
Mount Hotham,MHU,,Mount Hotham Airport,AU-VIC
Long Island,HAP,,Happy Bay Helipad,AU-QLD
,HTU,,Hopetoun Airport,AU-VIC
Hope Vale,HPE,,Hope Vale Airport,AU-QLD
,HSM,,Horsham Airport,AU-VIC
Shelburne,HAT,,Heathlands Airport,AU-QLD
,HGD,,Hughenden Airport,AU-QLD
Japal Camp,IBM,,Iron Bridge Mine Airport,AU-WA
Indulkana,IDK,,Indulkana Airport,AU-SA
,IFL,,Innisfail Airport,AU-QLD
,IFF,,Iffley Airport,AU-QLD
,IGH,,Ingham Airport,AU-QLD
Inkerman,IKP,,Inkerman Airport,AU-QLD
Injune,INJ,,Injune Airport,AU-QLD
,INM,,Innamincka Airport,AU-SA
Inverway,IVW,,Inverway Airport,AU-NT
,ISI,,Isisford Airport,AU-QLD
Inverell,IVR,,Inverell Airport,AU-NSW
,JAB,,Jabiru Airport,AU-NT
Jundah,JUN,,Jundah Airport,AU-QLD
,JCK,,Julia Creek Airport,AU-QLD
Jurien Bay,JUR,,Jurien Bay Airport,AU-WA
Kalumburu,UBU,,Kalumburu Airport,AU-WA
Ken's Bore,KYB,,Ken's Bore airport,AU-WA
Kambalda,KDB,,Kambalda Airport,AU-WA
Kalbarri,KAX,,Kalbarri Airport,AU-WA
,KBY,,Streaky Bay Airport,AU-SA
Petermann,KBJ,,Kings Canyon Airport,AU-NT
Petermann,KCS,,Kings Creek Airport,AU-NT
Koodaideri Mine,OOD,,Koodaideri Mine Airport,AU-WA
,KRA,,Kerang Airport,AU-VIC
,KNS,,King Island Airport,AU-TAS
Kirkimbie,KBB,,Kirkimbie Station Airport,AU-NT
,KFG,,Kalkgurung Airport,AU-NT
Maramie,KOH,,Koolatah Airport,AU-QLD
Koolburra,KKP,,Koolburra Airport,AU-QLD
Koolan Island,KCI,,Koolan Central Airport,AU-WA
,KRB,,Karumba Airport,AU-QLD
,KML,,Kamileroi Airport,AU-QLD
,KPS,,Kempsey Airport,AU-NSW
,KNI,,Katanning Airport,AU-WA
Kowanyama,KWM,,Kowanyama Airport,AU-QLD
Kalpower,KPP,,Kalpowar Airport,AU-QLD
,KGY,,Kingaroy Airport,AU-QLD
,KGC,,Kingscote Airport,AU-SA
Klemtu,YKT,,Klemtu Water Aerodrome,CA-BC
Kubin Island,KUG,,Kubin Island Airport,AU-QLD
Kurundi Station,KRD,,Kurundi Airport,AU-NT
,LWH,,Lawn Hill Airport,AU-QLD
,LGH,,Leigh Creek Airport,AU-SA
Leonora,LNO,,Leonora Airport,AU-WA
,LEL,,Lake Evella Airport,AU-NT
Lakefield,LFP,,Lakefield Airport,AU-QLD
Lord Howe Island,LDH,,Lord Howe Island Airport,AU-NSW
Lockhart River,IRG,,Lockhart River Airport,AU-QLD
Lyndhurst,LTP,,Lyndhurst Airport,AU-QLD
Limbunya,LIB,,Limbunya Airport,AU-NT
Lindeman Island,LDC,,Lindeman Island Airport,AU-QLD
Lismore,LSY,,Lismore Airport,AU-NSW
Alpurrurulam,LNH,,Lake Nash Airport,AU-NT
,BBL,,Ballera Airport,AU-QLD
City of Lake Macquarie,BEO,,Lake Macquarie Airport,AU-NSW
Lakeland Downs,LKD,,Lakeland Airport,AU-QLD
Lock,LOC,,Lock Airport,AU-SA
,LOA,,Lorraine Airport,AU-QLD
Lotus Vale,LTV,,Lotus Vale Airport,AU-QLD
Longue-Pointe-de-Mingan,YLP,,Mingan Airport,CA-QC
,LUU,,Laura Airport,AU-QLD
,LHG,,Lightning Ridge Airport,AU-NSW
Longreach,LRE,,Longreach Airport,AU-QLD
Laura Station,LUT,,New Laura Airport,AU-QLD
,LER,,Leinster Airport,AU-WA
Laverton,LVO,,Laverton Airport,AU-WA
Morwell,TGN,,Latrobe Valley Airport,AU-VIC
,LZR,,Lizard Island Airport,AU-QLD
Mabuiag Island,UBB,,Mabuiag Island Airport,AU-QLD
Murray Island,MYI,,Murray Island Airport,AU-QLD
Lara,AVV,,Avalon Airport,AU-VIC
Albury,ABX,,Albury Airport,AU-NSW
Mareeba,MRG,,Mareeba Airport,AU-QLD
,MBB,,Marble Bar Airport,AU-WA
,XMC,,Mallacoota Airport,AU-VIC
,MFP,,Manners Creek Airport,AU-NT
,MLR,,Millicent Airport,AU-SA
Mudgee,DGE,,Mudgee Airport,AU-NSW
Mandora,MQA,,Mandora Airport,AU-WA
,MNW,,Macdonald Downs Airport,AU-NT
,MKR,,Meekatharra Airport,AU-WA
Essendon Fields,MEB,,Melbourne Essendon Airport,AU-VIC
Merimbula,MIM,,Merimbula Airport,AU-NSW
Merluna,MLV,,Merluna Airport,AU-QLD
Milingimbi Island,MGT,,Milingimbi Airport,AU-NT
Maningrida,MNG,,Maningrida Airport,AU-NT
Mount Gunson,GSN,,Mount Gunson Airport,AU-SA
,MGV,,Margaret River (Station) Airport,AU-WA
,MQZ,,Margaret River Airport,AU-WA
Musgrave,MVU,,Musgrave Airport,AU-QLD
Hobart,HBA,,Hobart International Airport,AU-TAS
Wunaamin Miliwundi Ranges,MHO,,Mount House Airport,AU-WA
McArthur River Mine,MCV,,McArthur River Mine Airport,AU-NT
Mildura,MQL,,Mildura Airport,AU-VIC
,XML,,Minlaton Airport,AU-SA
Mitchell Plateau,MIH,,Mitchell Plateau Airport,AU-WA
Miranda Downs,MWY,,Miranda Downs Airport,AU-QLD
,MTQ,,Mitchell Airport,AU-QLD
,MJP,,Manjimup Airport,AU-WA
,WLE,,Miles Airport,AU-QLD
Launceston,LST,,Launceston Airport,AU-TAS
Melbourne,MBW,,Melbourne Moorabbin Airport,AU-VIC
Murrin Murrin,WUI,,Murrin Murrin Airport,AU-WA
Melbourne,MEL,,Melbourne International Airport,AU-VIC
,MMM,,Middlemount Airport,AU-QLD
,MTL,,Maitland Airport,AU-NSW
,WME,,Mount Keith Airport,AU-WA
,ONR,,Monkira Airport,AU-QLD
,MSF,,Mount Swan Airport,AU-NT
,OXY,,Morney Airport,AU-QLD
,MMG,,Mount Magnet Airport,AU-WA
,OOR,,Mooraberree Airport,AU-QLD
Moree,MRZ,,Moree Airport,AU-NSW
Moreton,MET,,Moreton Airport,AU-QLD
,MIN,,Minnipa Airport,AU-SA
Marqua,MQE,,Marqua Airport,AU-NT
Moranbah,MOV,,Moranbah Airport,AU-QLD
,RRE,,Marree Airport,AU-SA
,MWB,,Morawa Airport,AU-WA
Moruya,MYA,,Moruya Airport,AU-NSW
,MTD,,Mount Sanford Station Airport,AU-NT
,MIY,,Mittebah Airport,AU-NT
,UTB,,Muttaburra Airport,AU-QLD
Mount Gambier,MGB,,Mount Gambier Airport,AU-SA
,ONG,,Mornington Island Airport,AU-QLD
,MNQ,,Monto Airport,AU-QLD
Muccan Station,MUQ,,Muccan Station Airport,AU-WA
Mungeranie,MNE,,Mungeranie Airport,AU-SA
Mulka,MVK,,Mulka Airport,AU-SA
,MUP,,Mulga Park Airport,AU-NT
,MNV,,Mount Valley Airport,AU-NT
,MXU,,Mullewa Airport,AU-WA
Moolawatana Station,MWT,,Moolawatana Airport,AU-SA
Marion Downs,MXD,,Marion Downs Airport,AU-QLD
Maryborough,MBH,,Maryborough Airport,AU-QLD
,MYO,,Myroodan Station Airport,AU-WA
,RTY,,Merty Merty Airport,AU-SA
,NMR,,Nappa Merrie Airport,AU-QLD
Narrandera,NRA,,Narrandera Airport,AU-NSW
Narrabri,NAA,,Narrabri Airport,AU-NSW
,RPM,,Ngukurr Airport,AU-NT
Nambucca Heads,NBH,,Nambucca Heads Airport,AU-NSW
,NLS,,Nicholson Airport,AU-WA
,NKB,,Noonkanbah Airport,AU-WA
Basalt,NMP,,New Moon Airport,AU-QLD
Napperby,NPP,,Napperby Airport,AU-NT
Bamaga,ABM,,Northern Peninsula Airport,AU-QLD
,NAC,,Naracoorte Airport,AU-SA
Narrogin,NRG,,Narrogin Airport,AU-WA
,QRM,,Narromine Airport,AU-NSW
,RVT,,Ravensthorpe Airport,AU-WA
,NSV,,Noosa Airport,AU-QLD
,NSM,,Norseman Airport,AU-WA
Yantai,YNT,,Yantai Penglai International Airport,CN-37
Normanton,NTN,,Normanton Airport,AU-QLD
,NUR,,Nullabor Motel Airport,AU-SA
,NLL,,Nullagine Airport,AU-WA
,NUB,,Numbulwar Airport,AU-NT
Nutwood Downs,UTD,,Nutwood Downs Airport,AU-NT
Newman,ZNE,,Newman Airport,AU-WA
,NYN,,Nyngan Airport,AU-NSW
,OPI,,Oenpelli Airport,AU-NT
Éléonore Mine,YOI,,Opinaca Aerodrome,CA-QC
Colac,XCO,,Colac Airport,AU-VIC
Olympic Dam,OLP,,Olympic Dam Airport,AU-SA
,ONS,,Onslow Airport,AU-WA
,ODD,,Oodnadatta Airport,AU-SA
Moomba,MOO,,Moomba Airport,AU-SA
,RBS,,Orbost Airport,AU-VIC
Orange,OAG,,Orange Airport,AU-NSW
Ord River,ODR,,Ord River Airport,AU-WA
,OSO,,Osborne Mine Airport,AU-QLD
Ouyen,OYN,,Ouyen Airport,AU-VIC
Adelaide,ADL,,Adelaide International Airport,AU-SA
,PUG,,Port Augusta Airport,AU-SA
,PMK,,Palm Island Airport,AU-QLD
Paraburdoo,PBO,,Paraburdoo Airport,AU-WA
West Island,CCK,,Cocos (Keeling) Islands Airport,CC-U-A
Kangaroo Island,PDN,,Parndana Airport,AU-SA
,PDE,,Pandie Pandie Airport,AU-SA
Darwin,DRW,,Darwin International Airport / RAAF Darwin,AU-NT
Pardoo,PRD,,Pardoo Airport,AU-WA
Nhulunbuy,GOV,,Gove Airport,AU-NT
,PPI,,Port Pirie Airport,AU-SA
Perth,JAD,,Perth Jandakot Airport,AU-WA
Karratha,KTA,,Karratha Airport,AU-WA
Broadwood,KGI,,Kalgoorlie Boulder Airport,AU-WA
Parkes,PKE,,Parkes Airport,AU-NSW
Wadeye,PKT,,Port Keats Airport,AU-NT
Kununurra,KNX,,East Kimberley Regional (Kununurra) Airport,AU-WA
Port Lincoln,PLO,,Port Lincoln Airport,AU-SA
Exmouth,LEA,,Learmonth Airport,AU-WA
Mount Eba,PXH,,Prominent Hill Airport,AU-SA
Pormpuraaw,EDR,,Pormpuraaw Airport,AU-QLD
Port Macquarie,PQQ,,Port Macquarie Airport,AU-NSW
Penong,PEY,,Penong Airport,AU-SA
,PTJ,,Portland Airport,AU-VIC
,MBF,,Porepunkah Airport,AU-VIC
Port Hedland,PHE,,Port Hedland International Airport,AU-WA
Perth,PER,,Perth International Airport,AU-WA
Ironstone,PEA,,Penneshaw Airport,AU-SA
,KTR,,Tindal Airport,AU-NT
Woomera,UMR,,Woomera Airfield,AU-SA
Flying Fish Cove,XCH,,Christmas Island Airport,CX-U-A
,UIR,,Quirindi Airport,AU-NSW
Quadra Island,YQJ,,April Point Seaplane Base,CA-BC
,ULP,,Quilpie Airport,AU-QLD
,UEE,,Queenstown Airport,AU-TAS
,RRV,,Robinson River Airport,AU-NT
Desolation Sound,YRC,,Refuge Cove Seaplane Base,CA-BC
Kimsquit Valley,YRD,,Dean River Airport,CA-BC
,RMK,,Renmark Airport,AU-SA
,RCM,,Richmond Airport,AU-QLD
,RAM,,Ramingining Airport,AU-NT
,ROH,,Robinhood Airport,AU-QLD
Roebourne,RBU,,Roebourne Airport,AU-WA
Robinvale,RBC,,Robinvale Airport,AU-VIC
Roma,RMA,,Roma Airport,AU-QLD
Roper Bar,RPB,,Roper Bar Airport,AU-NT
,RSB,,Roseberth Airport,AU-QLD
,RTS,,Rottnest Island Airport,AU-WA
Yagoonya,RTP,,Rutland Plains Airport,AU-QLD
,RHL,,Roy Hill Station Airport,AU-WA
Sandstone,NDS,,Sandstone Airport,AU-WA
Sydney,BWU,,Sydney Bankstown Airport,AU-NSW
Canberra,CBR,,Canberra International Airport,AU-ACT
Cundeelee,WCD,,Carosue Dam Airport,AU-WA
Cobbitty,CDU,,Camden Airport,AU-NSW
,NSO,,Scone Airport,AU-NSW
,SQC,,Southern Cross Airport,AU-WA
Dubbo,DBO,,Dubbo City Regional Airport,AU-NSW
,SGO,,St George Airport,AU-QLD
Singleton,SIX,,Singleton Airport,AU-NSW
,ZGL,,South Galway Airport,AU-QLD
Shay Gap,SGP,,Shay Gap Airport,AU-WA
Denham,MJK,,Shark Bay Airport,AU-WA
Albion Park Rail,WOL,,Shellharbour Airport,AU-NSW
Shute Harbour,WSY,,Shute Harbour/Whitsunday Airport,AU-QLD
,SHT,,Shepparton Airport,AU-VIC
Saibai Island,SBR,,Saibai Island Airport,AU-QLD
Gosford,GOS,,Somersby Airstrip,AU-NSW
,SIO,,Smithton Airport,AU-TAS
South Molle Island Resort,SOI,,South Molle Island Helipad,AU-QLD
,SHU,,Smith Point Airport,AU-NT
Strathmore,STH,,Strathmore Airport,AU-QLD
Milikapiti,SNB,,Snake Bay Airport,AU-NT
Burnt Pine,NLK,,Norfolk Island International Airport,NF-U-A
Nowra Hill,NOA,,Naval Air Station Nowra - HMAS Albatross,AU-NSW
,SNH,,Stanthorpe Airport,AU-QLD
,SCG,,Spring Creek Airport,AU-QLD
,SHQ,,Southport Airport,AU-QLD
,KSV,,Springvale Airport,AU-QLD
Richmond,XRH,,RAAF Base Richmond,AU-NSW
,SRN,,Strahan Airport,AU-TAS
Sydney,SYD,,Sydney Kingsford Smith International Airport,AU-NSW
,HLS,,St Helens Airport,AU-TAS
Stephens Island,STF,,Stephens Island Seaplane Base,AU-QLD
Tamworth,TMW,,Tamworth Airport,AU-NSW
Silver Plains,SSP,,Silver Plains Airport,AU-QLD
Wagga Wagga,WGA,,Wagga Wagga City Airport,AU-NSW
,SWH,,Swan Hill Airport,AU-VIC
,SWC,,Stawell Airport,AU-VIC
,XTR,,Tara Airport,AU-QLD
,TBL,,Tableland Homestead Airport,AU-WA
,XTO,,Taroom Airport,AU-QLD
Tarcoola,TAQ,,Tarcoola Airport,AU-SA
,TBK,,Timber Creek Airport,AU-NT
,TDR,,Theodore Airport,AU-QLD
Trepell,TQP,,Trepell Airport,AU-QLD
,TEF,,Telfer Airport,AU-WA
Temora,TEM,,Temora Airport,AU-NSW
,TAN,,Tangalooma Airport,AU-QLD
Thargomindah,XTG,,Thargomindah Airport,AU-QLD
The Granites Gold Mine,GTS,,The Granites Airport,AU-NT
Drysdale River,TDN,,Theda Station Airport,AU-WA
,TYG,,Thylungra Airport,AU-QLD
,TYB,,Tibooburra Airport,AU-NSW
Turkey Creek,TKY,,Turkey Creek Airport,AU-WA
Phosphate Hill,PHQ,,The Monument Airport,AU-QLD
,TUM,,Tumut Airport,AU-NSW
Tobermorey,TYP,,Tobermorey Airport,AU-NT
Tanbar Station,TXR,,Tanbar Airport,AU-QLD
Biloela,THG,,Thangool Airport,AU-QLD
Tennant Creek,TCA,,Tennant Creek Airport,AU-NT
,TCW,,Tocumwal Airport,AU-NSW
Taree,TRO,,Taree Airport,AU-NSW
Anjo Peninsula,TTX,,Truscott-Mungalalu Airport,AU-WA
Toowoomba,TWB,,Toowoomba Airport,AU-QLD
,UDA,,Undara Airport,AU-QLD
,CZY,,Cluny Airport,AU-QLD
Useless Loop,USL,,Useless Loop Airport,AU-WA
Victoria River,VCD,,Victoria River Downs Airport,AU-NT
,VNR,,Vanrook Station Airport,AU-QLD
Wauchope,WAU,,Wauchope Airport,AU-NT
Wallal,WLA,,Wallal Airport,AU-WA
,WAV,,Wave Hill Airport,AU-NT
,WMB,,Warrnambool Airport,AU-VIC
Sue Islet,SYU,,Warraber Island Airport,AU-QLD
,WIO,,Wilcannia Airport,AU-NSW
,WLC,,Walcha Airport,AU-NSW
,WAZ,,Warwick Airport,AU-QLD
Laverton,WND,,Windarra Airport,AU-WA
Windarling Mine,WRN,,Windarling Airport,AU-WA
,WNR,,Windorah Airport,AU-QLD
Wondoola,WON,,Wondoola Airport,AU-QLD
Wando Vale,MFL,,Mount Full Stop Airport,AU-QLD
Wodgina,GYB,,Port Hedland/Wodgina Airport,AU-WA
,WGT,,Wangaratta Airport,AU-VIC
Whyalla,WYA,,Whyalla Airport,AU-SA
,WIT,,Wittenoom Airport,AU-WA
,WKB,,Warracknabeal Airport,AU-VIC
,WGE,,Walgett Airport,AU-NSW
Williamtown,NTL,,Newcastle Airport,AU-NSW
,WUN,,Wiluna Airport,AU-WA
Wrotham Park,WPK,,Wrotham Park Airport,AU-QLD
,WDI,,Wondai Airport,AU-QLD
,WLL,,Wollogorang Airport,AU-NT
Sale,SXE,,West Sale Airport,AU-VIC
,WLO,,Waterloo Airport,AU-NT
,WIN,,Winton Airport,AU-QLD
,WUD,,Wudinna Airport,AU-SA
,WEW,,Wee Waa Airport,AU-NSW
,WRW,,Warrawagine Airport,AU-WA
Woodie Woodie,WWI,,Woodie Woodie Airport,AU-WA
West Wyalong,WWY,,West Wyalong Airport,AU-NSW
,WYN,,Wyndham Airport,AU-WA
Burnie,BWT,,Wynyard Airport,AU-TAS
Yueyang (Yueyanglou),YYA,,Yueyang Sanhe Airport,CN-43
Yalgoo,YLG,,Yalgoo Airport,AU-WA
Yorke Island,OKR,,Yorke Island Airport,AU-QLD
,KYF,,Yeelirrie Airport,AU-WA
Yam Island,XMY,,Yam Island Airport,AU-QLD
,YUE,,Yuendumu Airport,AU-NT
,NGA,,Young Airport,AU-NSW
,ORR,,Yorketown Airport,AU-SA
Yalata Mission,KYI,,Yalata Mission Airport,AU-SA
Akiachak,KKI,,Akiachak Airport,US-AK
Bear Creek,BCC,,Bear Creek 3 Airport,US-AK
Bethel,JBT,,Bethel Seaplane Base,US-AK
Cape Pole,CZP,,Cape Pole Seaplane Base,US-AK
Chignik,KBW,,Chignik Bay Seaplane Base,US-AK
Birch Creek,KBC,,Birch Creek Airport,US-AK
Copper Center,CZC,,Copper Center 2 Airport,US-AK
Pretoria,HPR,,Pretoria Central Heliport,ZA-GT
Ulusaba,ULX,,Ulusaba Airport,ZA-NP
Timbavati,TDT,,Tanda Tula Airport,ZA-MP
Hazyview,HZV,,Hazyview Airport,ZA-MP
Khoka Moya,KHO,,Khoka Moya Airport,ZA-NP
Mkambati,MBM,,Mkambati Airport,ZA-EC
Inyati,INY,,Inyati Airport,ZA-NP
Tshipise,TSD,,Tshipise Airport,ZA-NP
Singita Safari Lodge,SSX,,Singita Safari Lodge Airport,ZA-MP
,LLE,,Malelane Airport,ZA-MP
Koingnaas,KIG,,Koingnaas Airport,ZA-NC
Beijing,PEK,,Beijing Capital International Airport,CN-11
Beijing,PKX,,Beijing Daxing International Airport,CN-11
Chengde,CDE,,Chengde Puning Airport,CN-13
Chifeng,CIF,,Chifeng Yulong Airport,CN-15
Changzhi,CIH,,Changzhi Wangcun Airport,CN-14
Qinhuangdao (Changli),BPE,,Qinhuangdao Beidaihe Airport,CN-13
Ordos,DSN,,Ordos Ejin Horo Airport,CN-15
Datong,DAT,,Datong Yungang Airport,CN-14
Erenhot,ERL,,Erenhot Saiwusu International Airport,CN-15
Arxan,YIE,,Arxan Yi'ershi Airport,CN-15
Handan,HDG,,Handan Airport,CN-13
Hohhot,HET,,Hohhot Baita International Airport,CN-15
Holingol,HUO,,Holingol Huolinhe Airport,CN-15
Hailar,HLD,,Hulunbuir Hailar Airport,CN-15
Linfen (Yaodu),LFQ,,Linfen Yaodu Airport,CN-14
Lüliang,LLV,,Lüliang Dawu Airport,CN-61
Manzhouli,NZH,,Manzhouli Xijiao Airport,CN-15
Baotou,BAV,,Baotou Donghe Airport,CN-15
Shuozhou,SZH,,Shuozhou Zirun Airport,CN-14
Shijiazhuang,SJW,,Shijiazhuang Zhengding International Airport,CN-13
Tianjin,TSN,,Tianjin Binhai International Airport,CN-12
Tongliao,TGO,,Tongliao Airport,CN-15
Ulanqab,UCB,,Ulanqab Jining Airport,CN-15
Wuhai,WUA,,Wuhai Airport,CN-15
Ulanhot,HLH,,Ulanhot Yilelite Airport,CN-15
Xilinhot,XIL,,Xilinhot Airport,CN-15
Xingtai,XNT,,Xingtai Dalian Airport,CN-13
Xinzhou,WUT,,Xinzhou Wutaishan Airport,CN-14
Yuncheng (Yanhu),YCU,,Yuncheng Zhangxiao Airport,CN-61
Taiyuan,TYN,,Taiyuan Wusu Airport,CN-14
Bavannur,RLK,,Bayannur Tianjitai Airport,CN-15
Zhalantun,NZL,,Zhalantun Genghis Khan Airport,CN-15
Ramallah,ZDM,,Ramallah Heliport,PS-RBH
Delma Island,ZDY,,Delma Airport,AE-AZ
Zenag,ZEN,,Zenag Airport,PG-MPL
Beihai (Yinhai),BHY,,Beihai Fucheng Airport,CN-45
Changde (Dingcheng),CGD,,Changde Taohuayuan Airport,CN-43
Huaihua,HJJ,,Huaihua Zhijiang Airport,CN-43
Chenzhou,HCZ,,Chenzhou Beihu Airport,CN-43
Zhangjiajie (Yongding),DYG,,Zhangjiajie Hehua International Airport,CN-43
Guangzhou (Huadu),CAN,,Guangzhou Baiyun International Airport,CN-44
Changsha (Changsha),CSX,,Changsha Huanghua International Airport,CN-43
Hechi (Jinchengjiang),HCJ,,Hechi Jinchengjiang Airport,CN-45
Shihezi,SHF,,Shihezi Huayuan Airport,CN-65
Hengyang,HNY,,Hengyang Nanyue Airport,CN-43
Guilin (Lingui),KWL,,Guilin Liangjiang International Airport,CN-45
Yongzhou,LLF,,Yongzhou Lingling Airport,CN-43
Meizhou (Meixian),MXZ,,Meizhou Meixian Changgangji International Airport,CN-44
